,Last,First,Play Time,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,BL,SP Won,SP Attempts,CP EX,FP EX,DE EX,P EX,Total EX,Team,Opponent,Outcome,Tournament,stat_type,Match Number,Ref 1,Ref 2
1075,GKIOUVETSIS,Konstantinos,11:27,11,27,1,3,0,0,,,1,3,,,,,,,,,1,,,,0,,,0,GRE,SRB,L,OLY2020,Player,42,BUCH JUANOLA,GOLDENBERG
1076,VLACHOPOULOS,Angelos,30:59:00,30,59,2,3,1,2,,,1,1,,,,,,,1,,,,,1,0,,,1,GRE,SRB,L,OLY2020,Player,42,BUCH JUANOLA,GOLDENBERG
1077,,,,,,10,31,3,15,1,1,6,15,,,,,,,6,3,1,3,4,6,3,,2,11,GRE,SRB,L,OLY2020,Team,42,BUCH JUANOLA,GOLDENBERG
1078,MANDIC,Dusan,24:34:00,24,34,3,6,1,3,,,2,2,0,1,,,,,1,,,,,2,0,,,2,SRB,GRE,W,OLY2020,Player,42,BUCH JUANOLA,GOLDENBERG
1079,DEDOVIC,Nikola,16:42,16,42,0,1,0,1,,,,,,,,,,,,,1,0,1,2,1,,,3,SRB,GRE,W,OLY2020,Player,42,GOLDENBERG,BUCH JUANOLA
1080,RANDELOVIC,Sava,11:51,11,51,0,1,0,1,,,,,,,,,,,,1,,,,3,0,,,3,SRB,GRE,W,OLY2020,Player,42,GOLDENBERG,BUCH JUANOLA
1081,LAZIC,Dorde,10:06,10,6,,,0,0,,,,,,,,,,,,,,,,1,0,,,1,SRB,GRE,W,OLY2020,Player,42,GOLDENBERG,BUCH JUANOLA
1082,PIJETLOVIC,Dusko,17:44,17,44,2,5,0,0,1,3,1,2,,,,,,,1,,,,,,0,,,0,SRB,GRE,W,OLY2020,Player,42,GOLDENBERG,BUCH JUANOLA
1083,RASOVIC,Strahin a,23:31,23,31,0,4,0,3,,,0,1,,,,,,,,1,,1,3,,0,,,0,SRB,GRE,W,OLY2020,Player,42,GOLDENBERG,BUCH JUANOLA
1084,ALEKSIC,Milan,12:39,12,39,0,1,0,1,,,,,,,,,,,1,,2,,,3,0,,,3,SRB,GRE,W,OLY2020,Player,42,GOLDENBERG,BUCH JUANOLA
1085,JAKSIC,Nikola,12:20,12,20,3,3,1,1,,,2,2,,,,,,,,,1,,,1,1,,,2,SRB,GRE,W,OLY2020,Player,42,GOLDENBERG,BUCH JUANOLA
1086,FILIPOVIC,Filip,21:45,21,45,2,3,1,2,,,,,,,1,1,,,,,1,,,1,0,,,1,SRB,GRE,W,OLY2020,Player,42,GOLDENBERG,BUCH JUANOLA
1087,PRLAINOVIC,Andri a,23:06,23,6,3,4,0,1,1,1,1,1,,,1,1,,,1,1,,,,1,1,,,2,SRB,GRE,W,OLY2020,Player,42,GOLDENBERG,BUCH JUANOLA
1088,MITROVIC,Stefan,17:42,17,42,0,1,0,0,,,0,1,,,,,,,,,1,,,,0,,,0,SRB,GRE,W,OLY2020,Player,42,GOLDENBERG,BUCH JUANOLA
1089,MITROVIC,Branislav,32:00:00,32,0,,,0,0,,,,,,,,,,,,,,,,,0,,,0,SRB,GRE,W,OLY2020,Player,42,GOLDENBERG,BUCH JUANOLA
1090,,,,,,13,29,3,13,2,4,6,9,0,1,2,2,,,6,3,6,1,4,14,3,,,17,SRB,GRE,W,OLY2020,Team,42,GOLDENBERG,BUCH JUANOLA
