,Last,First,Play Time,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,BL,SP Won,SP Attempts,CP EX,FP EX,DE EX,P EX,Total EX,Team,Opponent,Outcome,Tournament,stat_type,Match Number,Ref 1,Ref 2
777,SHVEDOV,Stanislav,20:24,20,24,1,3,1,1,,,0,2,,,,,,,,,,0,2,,0,,,0,KAZ,AUS,L,OLY2020,Player,30,MOLLER,GOLDENBERG
778,,,,,,7,27,4,12,1,4,2,11,,,,,,,3,3,6,0,4,6,6,,,12,KAZ,AUS,L,OLY2020,Team,30,MOLLER,GOLDENBERG
779,ZERDEVAS,Emmanouil,32:00:00,32,0,,,0,0,,,,,,,,,,,,1,,,,,0,,,0,GRE,MNE,W,OLY2020,Player,31,MOLLER,GOLDENBERG
780,GENIDOUNIAS,Konstantinos,25:08:00,25,8,5,10,3,7,,,0,1,,,2,2,,,,1,,0,1,,0,,,0,GRE,MNE,W,OLY2020,Player,31,SEVERO,ALEXANDRESCU
781,SKOUMPAKIS,Dimitrios,6:18,6,18,0,2,0,2,,,,,,,,,,,1,,,,,3,0,,,3,GRE,MNE,W,OLY2020,Player,31,SEVERO,ALEXANDRESCU
782,KAPOTSIS,Marios,17:22,17,22,1,3,1,2,,,,,,,,,0,1,,,1,,,2,0,,,2,GRE,MNE,W,OLY2020,Player,31,SEVERO,ALEXANDRESCU
783,FOUNTOULIS,Ioannis,25:23:00,25,23,1,6,1,6,,,,,,,,,,,,,1,,,,0,,,0,GRE,MNE,W,OLY2020,Player,31,SEVERO,ALEXANDRESCU
784,PAPANASTASIOU,Alexandros,21:09,21,9,1,1,0,0,,,1,1,,,,,,,,,,2,3,1,0,,,1,GRE,MNE,W,OLY2020,Player,31,SEVERO,ALEXANDRESCU
785,DERVISIS,Georgios,19:35,19,35,0,1,0,1,,,,,,,,,,,,1,3,,,1,0,,,1,GRE,MNE,W,OLY2020,Player,31,SEVERO,ALEXANDRESCU
786,ARGYROPOULOS KANAKAKIS,Stylianos,22:33,22,33,1,3,1,1,,,0,2,,,,,,,1,,,,,1,0,,,1,GRE,MNE,W,OLY2020,Player,31,SEVERO,ALEXANDRESCU
787,MOURIKIS,Konstantinos,11:18,11,18,0,2,0,1,0,1,,,,,,,,,,,,,,1,0,,,1,GRE,MNE,W,OLY2020,Player,31,SEVERO,ALEXANDRESCU
788,KOLOMVOS,Christodoulos,8:33,8,33,,,0,0,,,,,,,,,,,1,1,,,,,0,,,0,GRE,MNE,W,OLY2020,Player,31,SEVERO,ALEXANDRESCU
789,GKIOUVETSIS,Konstantinos,9:59,9,59,1,2,0,1,,,1,1,,,,,,,1,,,,,,0,,,0,GRE,MNE,W,OLY2020,Player,31,SEVERO,ALEXANDRESCU
790,VLACHOPOULOS,Angelos,24:42:00,24,42,0,2,0,0,,,0,2,,,,,,,,2,,,,1,1,,,2,GRE,MNE,W,OLY2020,Player,31,SEVERO,ALEXANDRESCU
791,,,,,,10,32,6,21,0,1,2,7,,,2,2,0,1,5,6,5,2,4,10,1,,,11,GRE,MNE,W,OLY2020,Team,31,SEVERO,ALEXANDRESCU
792,KANDIC,Slaven,32:00:00,32,0,,,0,0,,,,,,,,,,,,2,,,,,0,,,0,MNE,GRE,L,OLY2020,Player,31,SEVERO,ALEXANDRESCU
793,BRGULJAN,Drasko,12:05,12,5,1,3,1,3,,,,,,,,,,,,1,,2,3,,0,,1,1,MNE,GRE,L,OLY2020,Player,31,ALEXANDRESCU,SEVERO
794,PERKOVIC,Miroslav,13:34,13,34,0,3,0,0,0,2,0,1,,,,,,,,,,,,,0,,,0,MNE,GRE,L,OLY2020,Player,31,ALEXANDRESCU,SEVERO
795,PETKOVIC,Marko,12:16,12,16,,,0,0,,,,,,,,,,,,,,,,2,0,,1,3,MNE,GRE,L,OLY2020,Player,31,ALEXANDRESCU,SEVERO
796,CUCKOVIC,Uros,13:58,13,58,1,3,0,0,1,1,0,2,,,,,,,,,1,,,,0,,,0,MNE,GRE,L,OLY2020,Player,31,ALEXANDRESCU,SEVERO
797,POPADIC,Vlado,23:51,23,51,0,1,0,1,,,,,,,,,,,1,,,0,1,,0,,,0,MNE,GRE,L,OLY2020,Player,31,ALEXANDRESCU,SEVERO
798,VIDOVIC,Stefan,12:53,12,53,,,0,0,,,,,,,,,,,,,,,,1,0,,,1,MNE,GRE,L,OLY2020,Player,31,ALEXANDRESCU,SEVERO
799,UKROPINA,Aleksa,26:50:00,26,50,0,5,0,3,,,0,2,,,,,,,,,1,,,,0,,,0,MNE,GRE,L,OLY2020,Player,31,ALEXANDRESCU,SEVERO
800,IVOVIC,Aleksandar,30:23:00,30,23,2,4,1,1,,,0,2,,,,,1,1,1,,1,,,,0,,,0,MNE,GRE,L,OLY2020,Player,31,ALEXANDRESCU,SEVERO
801,SPAIC,Vladan,8:40,8,40,0,1,0,0,0,1,,,,,,,,,1,,1,,,,0,,,0,MNE,GRE,L,OLY2020,Player,31,ALEXANDRESCU,SEVERO
802,MATKOVIC,Dusan,26:47:00,26,47,0,6,0,5,,,0,1,,,,,,,,,,,,,1,,,1,MNE,GRE,L,OLY2020,Player,31,ALEXANDRESCU,SEVERO
803,BANICEVIC,Dusan,10:43,10,43,,,0,0,,,,,,,,,,,,1,,,,2,0,,,2,MNE,GRE,L,OLY2020,Player,31,ALEXANDRESCU,SEVERO
804,,,,,,4,26,2,13,1,4,0,8,,,,,1,1,5,4,4,2,4,5,1,,2,8,MNE,GRE,L,OLY2020,Team,31,ALEXANDRESCU,SEVERO
805,Del LUNGO,Marco,32:00:00,32,0,,,0,0,,,,,,,,,,,,,,,,,0,,,0,ITA,SRB,L,OLY2020,Player,32,ALEXANDRESCU,SEVERO
806,Di FULVIO,Francesco,25:29:00,25,29,1,5,1,2,,,0,2,,,,,0,1,,2,,1,2,,1,,,1,ITA,SRB,L,OLY2020,Player,32,STAVRIDIS,VOEVODIN
807,LUONGO,Stefano,26:29:00,26,29,1,3,0,1,,,1,2,,,,,,,,,,1,1,,0,,,0,ITA,SRB,L,OLY2020,Player,32,STAVRIDIS,VOEVODIN
808,FIGLIOLI,Pietro,20:46,20,46,0,9,0,6,,,0,3,,,,,,,,,,1,1,,0,,,0,ITA,SRB,L,OLY2020,Player,32,STAVRIDIS,VOEVODIN
809,PRESCIUTTI,Nicholas,15:06,15,6,2,2,0,0,,,2,2,,,,,,,,,,,,2,0,,,2,ITA,SRB,L,OLY2020,Player,32,STAVRIDIS,VOEVODIN
810,VELOTTO,Alessandro,22:49,22,49,0,1,0,1,,,,,,,,,,,,1,,,,,0,,,0,ITA,SRB,L,OLY2020,Player,32,STAVRIDIS,VOEVODIN
811,RENZUTO IODICE,Vincenzo,8:14,8,14,0,1,0,1,,,,,,,,,,,1,1,,,,2,0,,1,3,ITA,SRB,L,OLY2020,Player,32,STAVRIDIS,VOEVODIN
812,ECHENIQUE,Gonzalo,28:08:00,28,8,0,5,0,3,,,0,2,,,,,,,,,,,,,0,,,0,ITA,SRB,L,OLY2020,Player,32,STAVRIDIS,VOEVODIN
813,FIGARI,Niccolo,3:46,3,46,1,2,0,0,,,1,2,,,,,,,,,,,,2,0,,,2,ITA,SRB,L,OLY2020,Player,32,STAVRIDIS,VOEVODIN
814,BODEGAS,Michael Alexandre,18:18,18,18,1,2,0,0,,,1,2,,,,,,,2,,,,,2,0,,,2,ITA,SRB,L,OLY2020,Player,32,STAVRIDIS,VOEVODIN
815,AICARDI,Matteo,13:42,13,42,0,1,0,0,,,0,1,,,,,,,2,,,,,,0,,,0,ITA,SRB,L,OLY2020,Player,32,STAVRIDIS,VOEVODIN
816,DOLCE,Vincenzo,9:13,9,13,0,2,0,2,,,,,,,,,,,,,,,,1,0,,,1,ITA,SRB,L,OLY2020,Player,32,STAVRIDIS,VOEVODIN
817,,,,,,6,33,1,16,,,5,16,,,,,0,1,5,4,,3,4,9,1,,1,11,ITA,SRB,L,OLY2020,Team,32,STAVRIDIS,VOEVODIN
818,MANDIC,Dusan,19:49,19,49,2,5,1,2,,,1,2,,,,,0,1,,,2,,,1,0,,,1,SRB,ITA,W,OLY2020,Player,32,STAVRIDIS,VOEVODIN
819,DEDOVIC,Nikola,19:30,19,30,1,2,0,1,,,1,1,,,,,,,,,,0,2,1,1,,,2,SRB,ITA,W,OLY2020,Player,32,VOEVODIN,STAVRIDIS
820,RANDELOVIC,Sava,5:38,5,38,0,1,0,0,0,1,,,,,,,,,,,,,,2,0,,,2,SRB,ITA,W,OLY2020,Player,32,VOEVODIN,STAVRIDIS
821,LAZIC,Dorde,16:10,16,10,,,0,0,,,,,,,,,,,2,,2,,,,1,,,1,SRB,ITA,W,OLY2020,Player,32,VOEVODIN,STAVRIDIS
822,PIJETLOVIC,Dusko,15:50,15,50,0,2,0,0,0,1,0,1,,,,,,,,,,,,2,0,,,2,SRB,ITA,W,OLY2020,Player,32,VOEVODIN,STAVRIDIS
823,RASOVIC,Strahin a,24:14:00,24,14,2,5,2,3,0,1,,,,,,,0,1,2,1,,1,2,,0,,,0,SRB,ITA,W,OLY2020,Player,32,VOEVODIN,STAVRIDIS
824,ALEKSIC,Milan,10:00,10,0,0,1,0,1,,,,,,,,,,,1,,1,,,2,0,,,2,SRB,ITA,W,OLY2020,Player,32,VOEVODIN,STAVRIDIS
825,JAKSIC,Nikola,17:06,17,6,0,2,0,1,,,,,0,1,,,,,1,,,,,1,1,,,2,SRB,ITA,W,OLY2020,Player,32,VOEVODIN,STAVRIDIS
826,FILIPOVIC,Filip,23:36,23,36,3,4,3,3,,,,,,,0,1,,,,,2,,,1,0,,,1,SRB,ITA,W,OLY2020,Player,32,VOEVODIN,STAVRIDIS
827,PRLAINOVIC,Andri a,27:26:00,27,26,2,6,1,3,,,1,2,0,1,,,,,,2,,,,,2,,,2,SRB,ITA,W,OLY2020,Player,32,VOEVODIN,STAVRIDIS
828,MITROVIC,Stefan,12:41,12,41,0,2,0,1,,,0,1,,,,,,,,1,,,,1,2,,,3,SRB,ITA,W,OLY2020,Player,32,VOEVODIN,STAVRIDIS
829,MITROVIC,Branislav,32:00:00,32,0,,,0,0,,,,,,,,,,,,,,,,,0,,,0,SRB,ITA,W,OLY2020,Player,32,VOEVODIN,STAVRIDIS
830,,,,,,10,30,7,15,0,3,3,7,0,2,0,1,0,2,6,4,7,1,4,11,7,,,18,SRB,ITA,W,OLY2020,Team,32,VOEVODIN,STAVRIDIS
831,NAGY,Viktor,32:00:00,32,0,,,0,0,,,,,,,,,,,,,,,,,0,,,0,HUN,CRO,W,OLY2020,Player,33,VOEVODIN,STAVRIDIS
832,ANGYAL,Daniel,9:33,9,33,1,2,0,1,1,1,,,,,,,,,,,,,,2,1,,,3,HUN,CRO,W,OLY2020,Player,33,DERVIEUX,OHME
833,MANHERCZ,Krisztian,28:09:00,28,9,7,8,0,0,1,1,5,5,1,1,,,0,1,,2,1,0,1,,0,,,0,HUN,CRO,W,OLY2020,Player,33,DERVIEUX,OHME
834,ZALANKI,Gergo,26:19:00,26,19,1,1,1,1,,,,,,,,,,,,,,,,,1,,,1,HUN,CRO,W,OLY2020,Player,33,DERVIEUX,OHME
835,VAMOS,Marton,19:06,19,6,2,6,1,2,,,1,4,,,,,,,,,1,,,1,1,,,2,HUN,CRO,W,OLY2020,Player,33,DERVIEUX,OHME
836,HOSNYANSZKY,Norbert,4:47,4,47,,,0,0,,,,,,,,,,,,,,,,3,0,,,3,HUN,CRO,W,OLY2020,Player,33,DERVIEUX,OHME
837,PASZTOR,Matyas,8:03,8,3,,,0,0,,,,,,,,,,,1,1,,,,1,1,,,2,HUN,CRO,W,OLY2020,Player,33,DERVIEUX,OHME
838,JANSIK,Szilard,14:29,14,29,1,3,0,0,,,0,1,,,1,1,0,1,1,,2,,,2,0,,,2,HUN,CRO,W,OLY2020,Player,33,DERVIEUX,OHME
839,ERDELYI,Balazs,24:38:00,24,38,1,1,0,0,,,1,1,,,,,,,1,,,1,3,2,1,,,3,HUN,CRO,W,OLY2020,Player,33,DERVIEUX,OHME
840,VARGA,Denes,27:48:00,27,48,2,7,2,6,,,0,1,,,,,,,1,,2,,,1,0,,,1,HUN,CRO,W,OLY2020,Player,33,DERVIEUX,OHME
841,MEZEI,Tamas,13:40,13,40,,,0,0,,,,,,,,,,,2,,,,,,0,,,0,HUN,CRO,W,OLY2020,Player,33,DERVIEUX,OHME
842,HARAI,Balazs,15:28,15,28,0,2,0,0,0,1,0,1,,,,,,,1,1,1,,,,0,,,0,HUN,CRO,W,OLY2020,Player,33,DERVIEUX,OHME
843,,,,,,15,30,4,10,2,3,7,13,1,1,1,1,0,2,9,4,7,1,4,12,5,,,17,HUN,CRO,W,OLY2020,Team,33,DERVIEUX,OHME
844,BIJAC,Marko,32:00:00,32,0,,,0,0,,,,,,,,,,,,,,,,,0,,,0,CRO,HUN,L,OLY2020,Player,33,DERVIEUX,OHME
845,MACAN,Marko,4:58,4,58,,,0,0,,,,,,,,,,,,,,,,3,0,,,3,CRO,HUN,L,OLY2020,Player,33,OHME,DERVIEUX
846,FATOVIC,Loren,22:30,22,30,1,3,0,1,,,1,2,,,,,,,,,,,,,0,,1,1,CRO,HUN,L,OLY2020,Player,33,OHME,DERVIEUX
847,LONCAR,Luka,14:32,14,32,1,5,0,1,0,1,1,3,,,,,,,3,,,,,,1,,,1,CRO,HUN,L,OLY2020,Player,33,OHME,DERVIEUX
848,JOKOVIC,Maro,27:52:00,27,52,1,3,1,2,,,0,1,,,,,,,1,1,,,,1,0,,,1,CRO,HUN,L,OLY2020,Player,33,OHME,DERVIEUX
849,BUKIC,Luka,24:44:00,24,44,4,5,0,1,,,4,4,,,,,,,3,1,1,3,3,1,0,,,1,CRO,HUN,L,OLY2020,Player,33,OHME,DERVIEUX
850,VUKICEVIC,Ante,16:52,16,52,1,2,0,1,,,1,1,,,,,,,,1,,,,,0,,,0,CRO,HUN,L,OLY2020,Player,33,OHME,DERVIEUX
851,BUSLJE,Andro,21:50,21,50,0,5,0,3,,,0,2,,,,,,,,2,,,,1,1,,,2,CRO,HUN,L,OLY2020,Player,33,OHME,DERVIEUX
852,MILOS,Lovre,13:19,13,19,1,2,1,2,,,,,,,,,,,,,,0,1,,1,,,1,CRO,HUN,L,OLY2020,Player,33,OHME,DERVIEUX
853,VRLIC,Josip,16:31,16,31,0,4,0,1,,,0,3,,,,,,,1,,,,,,0,,,0,CRO,HUN,L,OLY2020,Player,33,OHME,DERVIEUX
854,OBRADOVIC,Paulo,16:42,16,42,2,5,0,2,,,2,2,0,1,,,,,,,,,,1,0,,,1,CRO,HUN,L,OLY2020,Player,33,OHME,DERVIEUX
855,GARCIA GADEA,Javier,12:10,12,10,,,0,0,,,,,,,,,,,,,,,,1,1,,,2,CRO,HUN,L,OLY2020,Player,33,OHME,DERVIEUX
856,,,,,,11,34,2,14,0,1,9,18,0,1,,,,,8,5,1,3,4,8,4,,1,13,CRO,HUN,L,OLY2020,Team,33,OHME,DERVIEUX
857,WOLF,Alex,32:00:00,32,0,,,0,0,,,,,,,,,,,,2,,,,,0,,,0,USA,ESP,L,OLY2020,Player,34,OHME,DERVIEUX
858,HOOPER,Johnny,22:52,22,52,0,2,0,1,,,0,1,,,,,,,1,,,3,4,1,0,,1,2,USA,ESP,L,OLY2020,Player,34,KUN,ZWART
859,VAVIC,Marko,15:29,15,29,0,2,0,1,,,0,1,,,,,,,,,,,,,0,,,0,USA,ESP,L,OLY2020,Player,34,KUN,ZWART
860,OBERT,Alex,17:37,17,37,2,6,0,0,1,2,1,4,,,,,,,,,,,,,0,,,0,USA,ESP,L,OLY2020,Player,34,KUN,ZWART
861,DAUBE,Hannes,24:51:00,24,51,3,8,1,3,,,2,5,,,,,,,,,1,,,1,0,,,1,USA,ESP,L,OLY2020,Player,34,KUN,ZWART
862,CUPIDO,Luca,24:34:00,24,34,1,2,0,1,,,1,1,,,,,,,,1,1,,,1,0,,1,2,USA,ESP,L,OLY2020,Player,34,KUN,ZWART
863,HALLOCK,Ben,16:32,16,32,1,1,0,0,,,1,1,,,,,,,,,,,,2,1,,,3,USA,ESP,L,OLY2020,Player,34,KUN,ZWART
864,WOODHEAD,Dylan,12:26,12,26,0,1,0,1,,,,,,,,,,,1,,1,,,2,0,,,2,USA,ESP,L,OLY2020,Player,34,KUN,ZWART
865,BOWEN,Alex,25:02:00,25,2,1,5,1,2,,,0,2,0,1,,,,,,1,,,,,0,,,0,USA,ESP,L,OLY2020,Player,34,KUN,ZWART
866,STEVENSON,Ben,7:24,7,24,,,0,0,,,,,,,,,,,1,,,,,,0,,,0,USA,ESP,L,OLY2020,Player,34,KUN,ZWART
867,SMITH,Jesse,3:00,3,0,,,0,0,,,,,,,,,,,,,,,,1,1,,,2,USA,ESP,L,OLY2020,Player,34,KUN,ZWART
868,IRVING,Max,22:13,22,13,,,0,0,,,,,,,,,,,,1,,,,,1,,,1,USA,ESP,L,OLY2020,Player,34,KUN,ZWART
869,,,,,,8,27,2,9,1,2,5,15,0,1,,,,,5,5,3,3,4,8,3,,2,13,USA,ESP,L,OLY2020,Team,34,KUN,ZWART
870,LOPEZ PINEDO,Daniel,32:00:00,32,0,,,0,0,,,,,,,,,,,,1,,,,,0,,,0,ESP,USA,W,OLY2020,Player,34,KUN,ZWART
871,MUNARRIZ EGANA,Alberto,28:41:00,28,41,2,4,0,2,,,,,,,2,2,,,,2,,,,2,0,,,2,ESP,USA,W,OLY2020,Player,34,ZWART,KUN
872,GRANADOS ORTEGA,Alvaro,25:20:00,25,20,2,8,1,3,,,0,3,1,1,,,0,1,1,1,,0,1,,1,,,1,ESP,USA,W,OLY2020,Player,34,ZWART,KUN
873,SANAHUJA,Bernat,13:32,13,32,2,2,1,1,,,1,1,,,,,,,,3,,0,1,1,0,,,1,ESP,USA,W,OLY2020,Player,34,ZWART,KUN
874,de TORO DOMINGUEZ,Miguel,14:07,14,7,1,1,0,0,,,1,1,,,,,,,,,1,,,,0,,,0,ESP,USA,W,OLY2020,Player,34,ZWART,KUN
875,LARUMBE GONFAUS,Marc,20:04,20,4,,,0,0,,,,,,,,,,,,,1,,,1,1,,,2,ESP,USA,W,OLY2020,Player,34,ZWART,KUN
876,FAMERA,Martin,9:44,9,44,0,2,0,2,,,,,,,,,,,,,,1,2,3,0,,,3,ESP,USA,W,OLY2020,Player,34,ZWART,KUN
877,FERNANDEZ MIRANDA,Francisco,15:46,15,46,2,3,1,2,,,,,,,,,1,1,,,1,,,,1,,,1,ESP,USA,W,OLY2020,Player,34,ZWART,KUN
878,TAHULL COMPTE,Roger,14:09,14,9,1,3,0,0,1,2,0,1,,,,,,,,,1,,,,0,,,0,ESP,USA,W,OLY2020,Player,34,ZWART,KUN
879,PERRONE ROCHA,Felipe,25:48:00,25,48,1,3,0,1,,,1,1,,,,,0,1,,1,,,,2,0,,,2,ESP,USA,W,OLY2020,Player,34,ZWART,KUN
880,MALLARACH GUELL,Blai,15:21,15,21,1,3,1,1,,,0,2,,,,,,,1,1,,,,,0,,,0,ESP,USA,W,OLY2020,Player,34,ZWART,KUN
881,BUSTOS SANCHEZ,Ale andro,9:28,9,28,,,0,0,,,,,,,,,,,,,,,,2,1,,,3,ESP,USA,W,OLY2020,Player,34,ZWART,KUN
882,,,,,,12,29,4,12,1,2,3,9,1,1,2,2,1,3,2,9,4,1,4,11,4,,,15,ESP,USA,W,OLY2020,Team,34,ZWART,KUN
883,BRGULJAN,Drasko,22:15,22,15,1,6,0,3,,,1,3,,,,,,,,1,2,0,2,,0,,,0,MNE,CRO,L,OLY2020,Player,35,ZWART,KUN
884,PERKOVIC,Miroslav,9:45,9,45,2,3,0,0,2,3,,,,,,,,,1,,,,,1,0,,,1,MNE,CRO,L,OLY2020,Player,35,KUN,SALNICHENKO
885,PETKOVIC,Marko,25:06:00,25,6,0,7,0,5,,,0,1,0,1,,,,,,2,,,,1,0,,,1,MNE,CRO,L,OLY2020,Player,35,KUN,SALNICHENKO
886,CUCKOVIC,Uros,6:25,6,25,,,0,0,,,,,,,,,,,,,,,,2,0,,,2,MNE,CRO,L,OLY2020,Player,35,KUN,SALNICHENKO
887,POPADIC,Vlado,21:57,21,57,0,2,0,1,,,0,1,,,,,,,1,2,,1,2,1,1,,,2,MNE,CRO,L,OLY2020,Player,35,KUN,SALNICHENKO
888,VIDOVIC,Stefan,16:31,16,31,1,2,0,0,,,1,2,,,,,,,,1,,,,1,0,,,1,MNE,CRO,L,OLY2020,Player,35,KUN,SALNICHENKO
889,UKROPINA,Aleksa,20:52,20,52,1,5,0,2,0,1,1,1,,,,,0,1,,2,,,,1,0,,,1,MNE,CRO,L,OLY2020,Player,35,KUN,SALNICHENKO
890,IVOVIC,Aleksandar,30:49:00,30,49,3,4,2,2,,,,,0,1,,,1,1,,,,,,,0,,,0,MNE,CRO,L,OLY2020,Player,35,KUN,SALNICHENKO
891,SPAIC,Vladan,9:29,9,29,0,2,0,0,0,1,0,1,,,,,,,2,,,,,,0,,,0,MNE,CRO,L,OLY2020,Player,35,KUN,SALNICHENKO
892,MATKOVIC,Dusan,23:29,23,29,2,4,0,1,,,0,1,,,1,1,1,1,,,,,,,0,,,0,MNE,CRO,L,OLY2020,Player,35,KUN,SALNICHENKO
893,BANICEVIC,Dusan,5:22,5,22,0,1,0,0,0,1,,,,,,,,,,,,,,1,0,,,1,MNE,CRO,L,OLY2020,Player,35,KUN,SALNICHENKO
894,TESANOVIC,Petar,32:00:00,32,0,,,0,0,,,,,,,,,,,,2,,,,,0,,,0,MNE,CRO,L,OLY2020,Player,35,KUN,SALNICHENKO
895,,,,,,10,36,2,14,2,6,3,10,0,2,1,1,2,3,4,10,2,1,4,8,1,,,9,MNE,CRO,L,OLY2020,Team,35,KUN,SALNICHENKO
896,MACAN,Marko,10:52,10,52,,,0,0,,,,,,,,,,,,,,,,3,0,,,3,CRO,MNE,W,OLY2020,Player,35,KUN,SALNICHENKO
897,FATOVIC,Loren,17:38,17,38,2,2,1,1,,,1,1,,,,,,,1,,1,,,,1,,,1,CRO,MNE,W,OLY2020,Player,35,SALNICHENKO,KUN
898,LONCAR,Luka,17:43,17,43,2,2,0,0,1,1,1,1,,,,,,,,,,,,,0,,,0,CRO,MNE,W,OLY2020,Player,35,SALNICHENKO,KUN
899,JOKOVIC,Maro,24:53:00,24,53,1,2,1,2,,,,,,,,,,,,,3,,,,0,,1,1,CRO,MNE,W,OLY2020,Player,35,SALNICHENKO,KUN
900,BUKIC,Luka,26:30:00,26,30,0,4,0,0,,,0,4,,,,,,,,,,1,1,1,0,,,1,CRO,MNE,W,OLY2020,Player,35,SALNICHENKO,KUN
901,VUKICEVIC,Ante,21:06,21,6,3,7,2,5,,,0,1,,,,,1,1,,1,,,,1,0,,,1,CRO,MNE,W,OLY2020,Player,35,SALNICHENKO,KUN
902,BUSLJE,Andro,15:20,15,20,,,0,0,,,,,,,,,,,,1,,,,2,0,,,2,CRO,MNE,W,OLY2020,Player,35,SALNICHENKO,KUN
903,MILOS,Lovre,22:05,22,5,1,4,1,3,,,,,,,,,0,1,,,,2,3,,0,,,0,CRO,MNE,W,OLY2020,Player,35,SALNICHENKO,KUN
904,VRLIC,Josip,14:17,14,17,2,2,0,0,2,2,,,,,,,,,,1,1,,,,1,,,1,CRO,MNE,W,OLY2020,Player,35,SALNICHENKO,KUN
905,OBRADOVIC,Paulo,8:06,8,6,1,1,0,0,,,1,1,,,,,,,1,,,,,,1,,,1,CRO,MNE,W,OLY2020,Player,35,SALNICHENKO,KUN
906,GARCIA GADEA,Javier,13:30,13,30,,,0,0,,,,,,,,,,,,,,,,,1,,,1,CRO,MNE,W,OLY2020,Player,35,SALNICHENKO,KUN
907,MARCELIC,Ivan,32:00:00,32,0,,,0,0,,,,,,,,,,,,,,,,,0,,,0,CRO,MNE,W,OLY2020,Player,35,SALNICHENKO,KUN
908,,,,,,12,24,5,11,3,3,3,8,,,,,1,2,4,3,5,3,4,7,4,,1,12,CRO,MNE,W,OLY2020,Team,35,SALNICHENKO,KUN
909,Del LUNGO,Marco,32:00:00,32,0,,,0,0,,,,,,,,,,,,,,,,,0,,,0,ITA,USA,L,OLY2020,Player,36,SALNICHENKO,KUN
910,Di FULVIO,Francesco,22:55,22,55,0,3,0,1,,,0,1,,,0,1,,,1,,,0,2,,2,,,2,ITA,USA,L,OLY2020,Player,36,BUCH JUANOLA,DERVIEUX
911,LUONGO,Stefano,14:12,14,12,0,3,0,2,,,0,1,,,,,,,1,,1,,,,0,,,0,ITA,USA,L,OLY2020,Player,36,BUCH JUANOLA,DERVIEUX
912,FIGLIOLI,Pietro,20:37,20,37,2,7,1,3,,,1,3,,,,,0,1,,,,2,2,,0,,,0,ITA,USA,L,OLY2020,Player,36,BUCH JUANOLA,DERVIEUX
913,PRESCIUTTI,Nicholas,22:49,22,49,1,2,0,0,,,1,1,0,1,,,,,,,1,,,2,0,,,2,ITA,USA,L,OLY2020,Player,36,BUCH JUANOLA,DERVIEUX
914,VELOTTO,Alessandro,20:05,20,5,0,1,0,1,,,,,,,,,,,,,,,,,0,,,0,ITA,USA,L,OLY2020,Player,36,BUCH JUANOLA,DERVIEUX
915,RENZUTO IODICE,Vincenzo,25:06:00,25,6,2,4,1,2,,,1,2,,,,,,,,1,1,,,,1,,1,2,ITA,USA,L,OLY2020,Player,36,BUCH JUANOLA,DERVIEUX
916,ECHENIQUE,Gonzalo,16:48,16,48,0,2,0,0,,,0,2,,,,,,,,,,,,,0,,,0,ITA,USA,L,OLY2020,Player,36,BUCH JUANOLA,DERVIEUX
917,FIGARI,Niccolo,10:18,10,18,0,1,0,1,,,,,,,,,,,,1,,,,,1,,,1,ITA,USA,L,OLY2020,Player,36,BUCH JUANOLA,DERVIEUX
918,BODEGAS,Michael Alexandre,12:37,12,37,1,1,0,0,1,1,,,,,,,,,3,1,,,,,1,,,1,ITA,USA,L,OLY2020,Player,36,BUCH JUANOLA,DERVIEUX
919,AICARDI,Matteo,19:23,19,23,,,0,0,,,,,,,,,,,1,1,1,,,,0,,,0,ITA,USA,L,OLY2020,Player,36,BUCH JUANOLA,DERVIEUX
920,DOLCE,Vincenzo,7:10,7,10,,,0,0,,,,,,,,,,,,,,,,1,1,,,2,ITA,USA,L,OLY2020,Player,36,BUCH JUANOLA,DERVIEUX
921,,,,,,6,24,2,10,1,1,3,10,0,1,0,1,0,1,7,4,4,2,4,3,6,,1,10,ITA,USA,L,OLY2020,Team,36,BUCH JUANOLA,DERVIEUX
922,HOOPER,Johnny,17:37,17,37,2,4,0,2,,,1,1,,,,,1,1,1,,,2,4,,0,,1,1,USA,ITA,W,OLY2020,Player,36,BUCH JUANOLA,DERVIEUX
923,VAVIC,Marko,16:21,16,21,0,2,0,1,,,0,1,,,,,,,,,1,,,,1,,,1,USA,ITA,W,OLY2020,Player,36,DERVIEUX,BUCH JUANOLA
924,OBERT,Alex,14:49,14,49,1,1,0,0,1,1,,,,,,,,,,,1,,,2,0,,,2,USA,ITA,W,OLY2020,Player,36,DERVIEUX,BUCH JUANOLA
925,DAUBE,Hannes,24:56:00,24,56,0,3,0,2,,,0,1,,,,,,,,,1,,,,2,,,2,USA,ITA,W,OLY2020,Player,36,DERVIEUX,BUCH JUANOLA
926,CUPIDO,Luca,28:35:00,28,35,0,6,0,2,,,0,2,0,1,,,0,1,2,2,,,,2,0,,,2,USA,ITA,W,OLY2020,Player,36,DERVIEUX,BUCH JUANOLA
927,HALLOCK,Ben,20:43,20,43,0,2,0,0,0,1,0,1,,,,,,,3,1,,,,,0,,,0,USA,ITA,W,OLY2020,Player,36,DERVIEUX,BUCH JUANOLA
